task_title,status,branch,worktree_path,archived,created
"RUNNER-E01-S02-T03: Show Task Details",inreview,vk/5d05-runner-e01-s02-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\5d05-runner-e01-s02-t,False,2026-01-19T22:35:39
"RUNNER-E01-S02-T04: Implement Pull to Refresh",inreview,vk/a3ec-runner-e01-s02-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\a3ec-runner-e01-s02-t,False,2026-01-19T22:36:41
"RUNNER-E02-S01-T01: Build Ruler Test Screen",inreview,vk/945e-runner-e02-s01-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\945e-runner-e02-s01-t,False,2026-01-19T22:37:12
"RUNNER-E02-S01-T02: Add Numeric Input",inreview,vk/73a7-runner-e02-s01-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\73a7-runner-e02-s01-t,False,2026-01-19T22:39:44
"RUNNER-E02-S01-T03: Implement Validation",inreview,vk/7ad2-runner-e02-s01-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\7ad2-runner-e02-s01-t,False,2026-01-19T22:45:45
"RUNNER-E02-S01-T04: Handle Pass",inreview,vk/68cc-runner-e02-s01-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\68cc-runner-e02-s01-t,False,2026-01-19T22:45:47
"RUNNER-E02-S01-T05: Handle Fail",inreview,vk/d026-runner-e02-s01-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\d026-runner-e02-s01-t,False,2026-01-19T22:46:48
"RUNNER-E02-S01-T06: Block Printer Payment",inreview,vk/2b5d-runner-e02-s01-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\2b5d-runner-e02-s01-t,False,2026-01-19T22:48:19
"RUNNER-E02-S02-T01: Build Photo Upload Screen",inreview,vk/cde1-runner-e02-s02-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\cde1-runner-e02-s02-t,False,2026-01-19T22:48:51
"RUNNER-E02-S02-T02: Implement File Input",inreview,vk/261b-runner-e02-s02-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\261b-runner-e02-s02-t,False,2026-01-19T22:51:22
"RUNNER-E02-S02-T03: Upload Photo",inreview,vk/b427-runner-e02-s02-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\b427-runner-e02-s02-t,False,2026-01-19T22:54:54
"RUNNER-E02-S02-T04: Link to Order",inreview,vk/01b9-runner-e02-s02-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\01b9-runner-e02-s02-t,False,2026-01-19T22:54:55
"RUNNER-E02-S02-T05: Confirm Reservation",inreview,vk/e1b6-runner-e02-s02-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\e1b6-runner-e02-s02-t,False,2026-01-19T22:57:29
"RUNNER-E03-S01-T01: Build Delivery Screen",inreview,vk/6291-runner-e03-s01-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\6291-runner-e03-s01-t,False,2026-01-19T23:03:01
"RUNNER-E03-S01-T02: Add Confirmation Checklist",inreview,vk/df6f-runner-e03-s01-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\df6f-runner-e03-s01-t,False,2026-01-19T23:03:32
"RUNNER-E03-S01-T03: Capture Signature/Photo",inreview,vk/198e-runner-e03-s01-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\198e-runner-e03-s01-t,False,2026-01-19T23:06:34
"RUNNER-E03-S01-T04: Update State",inreview,vk/155f-runner-e03-s01-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\155f-runner-e03-s01-t,False,2026-01-19T23:06:35
"VIS-E01-S01-T02: Calculate Mesh Height",inreview,vk/46af-vis-e01-s01-t02,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\46af-vis-e01-s01-t02,False,2026-01-19T14:18:49
"VIS-E01-S01-T04: Apply Scale to Mesh",inreview,vk/7101-vis-e01-s01-t04,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\7101-vis-e01-s01-t04,False,2026-01-19T14:18:50
"VIS-E01-S02-T01: Implement ArUco Detection",inreview,vk/bd3c-vis-e01-s02-t01,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\bd3c-vis-e01-s02-t01,False,2026-01-19T14:18:52
"VIS-E01-S02-T02: Implement PnP Solver",inreview,vk/50f9-vis-e01-s02-t02,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\50f9-vis-e01-s02-t02,False,2026-01-19T14:18:53
"VIS-E02-S01-T04: Implement SHAPY Shape",inreview,vk/daaa-vis-e02-s01-t04,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\daaa-vis-e02-s01-t04,False,2026-01-19T14:20:30
"VIS-E02-S02-T03: Implement Warm-up Period",inreview,vk/9cdd-vis-e02-s02-t03,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\9cdd-vis-e02-s02-t03,False,2026-01-19T14:21:31
"VIS-E03-S01-T03: Implement Geodesic Measurements",inreview,vk/cf1f-vis-e03-s01-t03,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\cf1f-vis-e03-s01-t03,False,2026-01-19T02:15:12
"VIS-E03-S01-T04: Implement Planar Slicing",inreview,vk/cde0-vis-e03-s01-t04,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\cde0-vis-e03-s01-t04,False,2026-01-19T14:22:35
"VIS-E03-S01-T05: Extract 28 Measurements",inreview,vk/8ed8-vis-e03-s01-t05,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\8ed8-vis-e03-s01-t05,False,2026-01-19T14:23:09
"VIS-E03-S01-T06: Store in Database",inreview,vk/cdbb-vis-e03-s01-t06,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\cdbb-vis-e03-s01-t06,False,2026-01-19T14:26:10
"VIS-E03-S02-T01: Define Differentiable Measurement Function",inreview,vk/bc8c-vis-e03-s02-t01,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\bc8c-vis-e03-s02-t01,False,2026-01-19T14:27:12
"VIS-E03-S02-T02: Implement Optimization Loop",inreview,vk/d19e-vis-e03-s02-t02,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\d19e-vis-e03-s02-t02,False,2026-01-19T14:29:14
"VIS-E03-S02-T03: Create Re-optimization Endpoint",inreview,vk/2911-vis-e03-s02-t03,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\2911-vis-e03-s02-t03,False,2026-01-19T14:33:46
"VIS-E03-S02-T04: Update Frontend Mesh",inreview,vk/d89e-vis-e03-s02-t04,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\d89e-vis-e03-s02-t04,False,2026-01-19T14:34:17
"VOICE-E01-S01-T01: Create Vapi Account",inreview,vk/a0c0-voice-e01-s01-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\a0c0-voice-e01-s01-t0,False,2026-01-19T23:29:21
"VOICE-E01-S01-T02: Configure Assistant",inreview,vk/fd29-voice-e01-s01-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\fd29-voice-e01-s01-t0,False,2026-01-19T23:29:52
"VOICE-E01-S01-T03: Write System Prompt",inreview,vk/ae40-voice-e01-s01-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\ae40-voice-e01-s01-t0,False,2026-01-19T23:29:54
"VOICE-E01-S01-T04: Select LLM",inreview,vk/3789-voice-e01-s01-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\3789-voice-e01-s01-t0,False,2026-01-19T23:32:25
"VOICE-E01-S01-T05: Select TTS",inreview,vk/8e4b-voice-e01-s01-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\8e4b-voice-e01-s01-t0,False,2026-01-19T23:33:57
"VOICE-E01-S02-T01: Create Telemetry Endpoint",inreview,vk/8e3a-voice-e01-s02-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\8e3a-voice-e01-s02-t0,False,2026-01-19T23:36:28
"VOICE-E01-S02-T02: Expose ArUco Status",inreview,vk/ac1c-voice-e01-s02-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\ac1c-voice-e01-s02-t0,False,2026-01-20T05:38:18
"VOICE-E01-S02-T02: Expose ArUco Status",inreview,vk/1c0d-voice-e01-s02-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\1c0d-voice-e01-s02-t0,False,2026-01-19T23:38:00
"VOICE-E01-S02-T03: Expose Rotation Speed",inreview,vk/2a23-voice-e01-s02-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\2a23-voice-e01-s02-t0,False,2026-01-19T23:39:01
"VOICE-E01-S02-T04: Expose Frame Quality",inreview,vk/700e-voice-e01-s02-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\700e-voice-e01-s02-t0,False,2026-01-20T05:38:20
"VOICE-E01-S02-T04: Expose Frame Quality",inreview,vk/b7e6-voice-e01-s02-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\b7e6-voice-e01-s02-t0,False,2026-01-19T23:40:02
"VOICE-E01-S03-T02: Implement Calibration Dialogue",inreview,vk/148e-voice-e01-s03-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\148e-voice-e01-s03-t0,False,2026-01-19T23:42:35
"VOICE-E01-S04-T01: Install Vapi SDK",inreview,vk/0193-voice-e01-s04-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\0193-voice-e01-s04-t0,False,2026-01-19T23:48:40
"VOICE-E01-S04-T04: Auto-Advance UI",inreview,vk/3b75-voice-e01-s04-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\3b75-voice-e01-s04-t0,False,2026-01-19T23:49:13
"INFRA-E02-S01-T05: Create docker-compose.yml",done,vk/7bb4-infra-e02-s01-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\7bb4-infra-e02-s01-t0,False,2026-01-20T09:02:49
